Part Number|Die No.|Sequence No.|Inventory Location|Stock Date|Cost/Fact|Cost Purchase|Box Unit
000000000071851965||51B32743J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32742J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51C21198J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21165J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21166J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21167J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21168J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21169J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||41L19024J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L18935J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L18982J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L18983J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L18984J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L18985J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L18986J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L18987J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L18988J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L18989J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L19008J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||51A20939J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||41L19037J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||51B32763J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32764J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32765J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51C21192J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21193J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21194J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21195J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21196J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21197J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||41L19700J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||51A32374J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51A32373J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51C09603J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09602J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09601J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09600J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09599J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09598J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09597J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09596J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09595J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09594J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09593J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09592J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09591J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09590J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09589J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09588J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09587J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09586J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09585J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09584J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09583J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09582J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09581J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09580J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09579J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51A32375J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51C09611J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09612J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09613J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09614J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09615J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09616J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09617J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09618J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09619J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09620J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09621J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09622J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09623J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09624J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C21147J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21148J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21149J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21150J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21151J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21152J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21153J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51B32670J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32669J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51A32379J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51A32378J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51A32377J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51A32376J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51C09578J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51B32719J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32720J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32721J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32685J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51C21155J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21156J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21157J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21158J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51B32681J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32680J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32682J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51C21154J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51B32683J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32684J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32718J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51C09577J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09576J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09575J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09574J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51A32372J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51A32371J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51A32370J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51A32369J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51B32686J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32687J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32688J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32705J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32730J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32729J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32728J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32727J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32726J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32725J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32724J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32706J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32723J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32709J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32714J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32715J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32722J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32716J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32717J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51C21176J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21177J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21178J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21179J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21180J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21181J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21182J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21183J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21184J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21185J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51A16628J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A20922J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||51A20923J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||51A20924J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||51A20925J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||51A20926J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||51A20927J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||51A20928J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||51A20929J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||51A20930J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||51A20931J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||51A20932J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||51A20933J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||51A20934J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||51A20935J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||51A20936J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||51B32766J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51C21175J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||41L19701J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||51A16616J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16617J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16618J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16619J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16620J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16621J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16622J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16623J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16624J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16625J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16626J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16627J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||41L18966J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L18965J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L18964J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L18963J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L18962J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L18961J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L18960J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L18959J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||41L18958J|TRAILER01|20241218|3.12871|1000.000|96.000
000000000071851965||51C21170J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21171J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21172J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21173J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51C21174J|TRAILER01|20250320|3.12871|1000.000|96.000
000000000071851965||51B32767J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51A16649J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16650J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16651J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A20920J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||51A20921J|TRAILER01|20250120|3.12871|1000.000|96.000
000000000071851965||51A32368J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51A32367J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51A32366J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51A32365J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51A32364J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51A32363J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51A32362J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51A32361J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51A32360J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51A32359J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51A32358J|TRAILER01|20250127|3.12871|1000.000|96.000
000000000071851965||51B32713J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32712J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32711J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32710J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51C09604J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09605J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09606J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09607J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09608J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09609J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51C09610J|TRAILER01|20250309|3.12871|1000.000|96.000
000000000071851965||51A16648J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51B32768J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32769J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32770J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32771J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32772J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32773J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32774J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32775J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51A16629J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16630J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16631J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16632J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16633J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16634J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16635J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16636J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16637J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16638J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16639J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16640J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16641J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16642J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16643J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16644J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16645J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16646J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51A16647J|TRAILER01|20250116|3.12871|1000.000|96.000
000000000071851965||51B32689J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32690J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32691J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32692J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32693J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32694J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32695J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32696J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32697J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32698J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32699J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32700J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32701J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32702J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32703J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32704J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32707J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32708J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32779J|TRAILER01|20250227|3.12871|1000.000|96.000
000000000071851965||51B32780J|TRAILER01|20250227|3.12871|1000.000|96.000
